Date,alpha,rho,sigma,alpha,rho,sigma,alpha,rho,sigma,se_13_alpha,se_13_rho,se_13_sigma,se_23_alpha,se_23_rho,se_23_sigma
7/3/2018,1.572366518,-0.858533353,2.264989208,1.313435304,-0.942743191,2.308556817,1.745685607,-0.843644104,2.273018506,0.030039507,0.00022169,6.45E-05,0.186840324,0.009820629,0.001262972
7/5/2018,1.587708286,-0.872698539,2.294516988,1.886246123,-0.773508218,2.209024517,1.845982879,-0.780227078,2.111830972,0.066705765,0.008550971,0.03337418,0.001621129,4.51E-05,0.009446585
7/6/2018,1.603632306,-0.863268799,2.194225738,1.714090945,-0.805956528,2.111209942,1.953325651,-0.682594142,1.954735423,0.122285435,0.032643332,0.057355611,0.057233244,0.015218278,0.024484275
7/9/2018,1.691934413,-0.818288008,2.06958497,1.991166614,-0.635206525,1.9226055,2.7704751,-0.472102967,1.507036317,1.163250012,0.119844083,0.316460988,0.607321715,0.026602771,0.172697746
7/10/2018,1.971270189,-0.739970286,1.805162511,2.918764773,-0.444516703,1.42352357,0.940870653,-1,2.110619496,1.061723203,0.067615452,0.09330397,3.91206515,0.308561693,0.472100812
7/11/2018,1.674495463,-0.798679734,1.931357613,0,-1,2.416607601,2.083563336,-0.659730015,1.871882487,0.167336524,0.019307024,0.003537291,4.341236174,0.115783663,0.29672545
7/12/2018,1.76533418,-0.815491379,1.941119744,3.213052029,-0.264866268,1.550975333,2.029651455,-0.785557611,1.820845525,0.069863622,0.00089603,0.014465888,1.400436918,0.271119475,0.072829921
7/13/2018,1.656838381,-0.826692722,1.941962502,1.137877163,-1,2.028187908,2.120204381,-0.713679644,1.654110473,0.21470805,0.012771956,0.082858791,0.964966763,0.081979346,0.139933928
7/16/2018,1.872673999,-0.79477786,1.782515572,2.578066558,-0.472109536,1.512642818,2.233328906,-0.66017262,1.686710374,0.130071962,0.01811857,0.009178636,0.118844048,0.035367724,0.030299514
7/17/2018,1.922715546,-0.78294029,1.800765845,1.824161501,-0.796355778,1.789061342,2.48283079,-0.640140635,1.549053749,0.313729087,0.020391742,0.063358979,0.433845232,0.024403171,0.057603645
7/18/2018,2.008921303,-0.770454716,1.716348331,2.617746556,-0.575036652,1.484858781,2.34060563,-0.664786466,1.593156652,0.110014493,0.011165779,0.01517619,0.076807093,0.008055029,0.011728429
7/19/2018,2.047754454,-0.761967369,1.715099784,1.970164192,-0.742390994,1.683684997,2.000088032,-0.642239899,1.768895116,0.002272088,0.014334667,0.002893938,0.000895436,0.010030242,0.007260764
7/20/2018,1.940664628,-0.766681219,1.797665659,1.925871383,-0.59250782,1.800974384,1.836418548,-0.727066653,1.848106148,0.010867245,0.001569314,0.002544243,0.00800181,0.01810608,0.002221403
7/23/2018,1.809486653,-0.784619405,1.856756478,1.660489955,-0.823186855,1.883228792,2.039135906,-0.738148187,1.783377648,0.052738779,0.002159574,0.005384453,0.143372756,0.007231575,0.009970251
7/24/2018,1.800115967,-0.792457302,1.864833782,2.108007031,-0.695927041,1.747156345,0.832567628,-1,2.030351939,0.936149788,0.043073971,0.02739626,1.626745671,0.092460364,0.080199744
7/25/2018,1.479234714,-0.847745486,1.885017446,0.243788066,-1,2.196517171,2.010139957,-0.68691373,1.683568893,0.281860377,0.025866853,0.040581519,3.119999004,0.098023012,0.263115936
7/26/2018,1.648922253,-0.82052191,1.808144016,2.903856548,-0.401123511,1.42445844,2.018152423,-0.596876168,1.711677219,0.136330919,0.050017418,0.009305843,0.784471796,0.038319103,0.082494627
7/27/2018,1.631111442,-0.772665968,1.840470469,1.407113697,-0.747453955,1.890112294,2.005009507,-0.705899868,1.767860284,0.139799763,0.004457712,0.005272239,0.357479399,0.001726742,0.014945554
7/30/2018,1.824982733,-0.765382481,1.82363291,2.182643931,-0.691178495,1.703302209,2.024908173,-0.705823675,1.856522006,0.039970182,0.003547251,0.001081693,0.024880569,0.000214481,0.023476306
7/31/2018,1.821555002,-0.781132581,1.908581381,1.8028846,-0.721037897,1.91703039,2.397400094,-0.418702743,1.602802232,0.331597569,0.131355388,0.093500888,0.353448672,0.091406545,0.098739335
8/1/2018,1.872831423,-0.73060552,1.793793397,2.601029252,-0.299586128,1.540256765,2.631483342,-0.154483205,1.562121117,0.575552733,0.331916922,0.053672046,0.000927452,0.021054858,0.00047805
8/2/2018,2.002108689,-0.613504973,1.77875527,2.483859347,-0.154780832,1.631200884,2.153656949,-0.688052967,1.670027527,0.022966875,0.005557403,0.011821722,0.109033623,0.28437917,0.001507508
8/3/2018,2.036966856,-0.658234403,1.726408102,1.665655378,-1,1.756927131,0.068491423,-1,2.205280847,3.874895528,0.116803724,0.229319106,2.550932697,0,0.201021054
8/6/2018,1.411687013,-0.771622473,1.868384833,0,-0.918285803,2.397291121,2.168038269,-0.299847544,1.576267169,0.572067222,0.222571583,0.085332729,4.700389935,0.382465879,0.674080329
8/7/2018,1.528232867,-0.722590107,1.7737182,3.506918534,0.011581512,1.206534279,2.658256565,-0.153111481,1.407966423,1.276953559,0.324305906,0.133774362,0.720227137,0.027123782,0.040574909
8/8/2018,1.681950546,-0.589594224,1.722863869,1.982958684,-0.356528429,1.618008203,2.286167243,-0.543727307,1.557783413,0.365077817,0.002103774,0.027251557,0.09193543,0.03504342,0.003627025
8/9/2018,2.055292601,-0.599081868,1.650410455,2.206108159,-0.700243961,1.56239281,1.63790847,-0.852154511,1.909137645,0.174209513,0.064045763,0.066939759,0.322850886,0.023076815,0.120231981
8/10/2018,1.905021722,-0.732451601,1.823904151,1.25018481,-0.922001395,2.026602835,1.673403294,-0.885327339,1.96346747,0.053647096,0.023370991,0.01947792,0.179113885,0.001344986,0.003986074
8/13/2018,1.709906127,-0.845154319,1.93518954,1.817404927,-0.846686752,1.904280855,1.799280767,-0.719550913,2.001029084,0.007987826,0.015776216,0.004334846,0.000328485,0.016163522,0.00936022
8/14/2018,1.614279865,-0.845188695,2.040853701,1.742452704,-0.643085861,2.023432892,1.764843227,-0.767347779,1.919958422,0.022669326,0.006059208,0.014615669,0.000501336,0.015441024,0.010706966
8/15/2018,1.629743158,-0.828875877,1.97329988,1.65937895,-0.864762406,1.917018814,1.783118659,-0.752680058,2.027751411,0.023524044,0.005805803,0.002964969,0.015311515,0.012562453,0.012261708
8/16/2018,1.674853083,-0.812294323,2.052762034,1.788841605,-0.675971393,2.031839358,0.103148002,-1,2.501462432,2.470256861,0.035233421,0.201332047,2.841562923,0.104994538,0.220545832
8/17/2018,1.151928767,-0.870391533,2.192387426,0,-1,2.704486168,1.913356884,-0.801971195,1.871100287,0.579772778,0.004681343,0.103225426,3.660934567,0.039215407,0.694532027
8/20/2018,1.434878588,-0.854920539,2.010624568,3.103367503,-0.590451156,1.479487754,0.161834088,-1,2.411327301,1.620642298,0.02104805,0.16056268,8.652618833,0.167730256,0.868324941
8/21/2018,0.976322169,-0.866958187,2.194965956,0,-1,2.830962313,0.461462824,-1,2.174291779,0.265080145,0.017700124,0.000427422,0.212947938,0,0.43121619
8/22/2018,1.047795356,-0.892813533,2.01682633,1.533190578,-0.852589211,1.85109692,1.854855815,-0.7095498,1.77863182,0.651346583,0.033585596,0.056736625,0.103468525,0.020460273,0.005251191
8/23/2018,1.255701408,-0.824868185,1.965074207,1.967670347,-0.629723133,1.747651501,1.845719697,-0.810770519,1.900422876,0.348121581,0.000198744,0.004179795,0.014871961,0.032778156,0.023339093
8/24/2018,1.523258507,-0.824147424,1.981875964,1.620588416,-0.915781964,1.94807112,1.944824982,-0.730149413,1.81773277,0.177718293,0.008835626,0.026942988,0.105129351,0.034459444,0.016988085
8/27/2018,1.730757095,-0.816761646,1.893068467,2.043812773,-0.628572441,1.77942746,2.095668674,-0.638359322,1.753183772,0.133160461,0.031827389,0.019567728,0.002689034,9.58E-05,0.000688731
8/28/2018,1.795270348,-0.786763492,1.865514417,1.975868919,-0.672294414,1.774355951,2.100267402,-0.636285373,1.783201765,0.093023203,0.022643664,0.006775373,0.015474983,0.001296651,7.82E-05
8/29/2018,1.837875243,-0.764995891,1.871767016,2.027127323,-0.635733795,1.798184141,0.656530568,-1,2.090993247,1.39557524,0.055226931,0.04806014,1.878535465,0.132689868,0.085737173
8/30/2018,1.469592125,-0.824470618,1.893416807,0.047431946,-1,2.263931014,2.611973774,-0.377391442,1.634425955,1.305035832,0.19987979,0.067076261,6.576874787,0.387641417,0.39627662
8/31/2018,1.762338828,-0.749253743,1.87446449,3.890427715,0.092922332,1.289167627,2.077797556,-0.609382471,1.787391137,0.099514209,0.019563973,0.007581769,3.285628094,0.493232037,0.248226666
9/4/2018,1.695517226,-0.734722772,1.90477697,0.834427907,-1,2.112385072,3.009816439,-0.286518991,1.495351784,1.727382421,0.20088663,0.167628983,4.732315266,0.509055151,0.38073008
9/5/2018,2.167314901,-0.655402606,1.765225138,4.003163548,0.142653638,1.2200223,2.087214529,-0.66905947,1.893282625,0.00641607,0.00018651,0.01639872,3.670860642,0.65887817,0.453279465
9/6/2018,2.009485741,-0.709052587,1.913972299,0.740654515,-1,2.248227212,1.67500777,-0.79441201,2.150349903,0.111875513,0.007286231,0.055874372,0.873016007,0.042266422,0.009579968
9/7/2018,1.865155861,-0.787047984,2.063385677,2.186958448,-0.524663968,2.015738616,1.686251435,-0.792126592,2.220998418,0.032006793,2.58E-05,0.024841776,0.250707513,0.071536255,0.042131586
9/10/2018,1.627967758,-0.845919824,2.20263901,1.280934077,-0.963632778,2.3089845,1.782742461,-0.634443112,2.067740597,0.023955209,0.0447224,0.018197582,0.251811654,0.108365836,0.058198621
9/11/2018,1.56636708,-0.813459036,2.143510416,2.061626522,-0.462498638,1.98317011,1.127934903,-0.832328485,2.127314584,0.192222774,0.000356056,0.000262305,0.871780039,0.136774116,0.020777629
9/12/2018,1.451929068,-0.807291336,2.072071847,0.629342233,-1,2.248079418,1.040908746,-1,2.16634003,0.168937705,0.037136629,0.00888649,0.169386995,0,0.006681328
9/13/2018,1.385966581,-0.852683221,2.074425568,1.33569654,-0.918333229,2.075935391,1.745032767,-0.746928228,1.921774807,0.128928526,0.011184118,0.023302255,0.167556146,0.029379674,0.023765485
9/14/2018,1.430787898,-0.84891806,2.02150912,1.928470677,-0.651169235,1.860430869,1.270716539,-0.832605989,1.94102833,0.02562284,0.000266084,0.006477158,0.432640506,0.032919296,0.006495951
9/17/2018,1.406042411,-0.835472923,1.940293285,0.935143364,-0.951098351,2.027260896,0.549451284,-1,2.071881744,0.733748358,0.027069159,0.017315523,0.14875838,0.002391371,0.00199102
9/18/2018,1.269974012,-0.84920572,1.902958306,0.551748686,-0.998272626,2.08576463,1.160535372,-0.782998477,2.020622483,0.011976816,0.004383399,0.013844858,0.370621229,0.046342959,0.004243499
9/19/2018,1.235020756,-0.8380691,1.984797671,1.601094695,-0.631817228,1.922729447,1.931635933,-0.627958187,1.810334694,0.485272705,0.044146596,0.030437331,0.10925751,1.49E-05,0.01263258
9/20/2018,1.403525781,-0.795739469,1.950805834,1.996522911,-0.654458717,1.780441729,0.79692098,-0.505521406,0.77278183,0.367969384,0.084226524,1.387740553,1.439044794,0.022182323,1.015378471
9/21/2018,1.305610547,-0.650171023,0.957112612,0.543347457,-0.564852158,0.827691796,0.853119767,-1,2.442674579,0.204747906,0.122380313,2.206894359,0.095958884,0.189353645,2.60816939
9/24/2018,1.585851389,-0.714677768,2.058047657,0.951519169,-1,2.561578966,5.862206767,0.358784439,0.173661358,18.28721532,1.152321109,3.550911724,24.11485269,1.84629515,5.702150505
9/25/2018,2.313529175,-0.627175027,1.210256641,1.482672747,-0.407179824,0,0.170210337,-0.533740768,2.539181967,4.593815639,0.008729961,1.766042522,1.722557577,0.016017672,6.447445059
9/26/2018,1.778812991,-0.5649606,2.092178893,0,-0.385351806,2.978877408,1.847939316,-0.682856701,1.975556292,0.004778449,0.013899491,0.013600831,3.414879716,0.088509163,1.006653264
9/27/2018,1.974584388,-0.708057106,1.849733998,2.679055243,-0.944077888,1.621603626,1.901853989,-0.675586298,1.9027912,0.005289711,0.001054353,0.002815067,0.604041788,0.072087734,0.079066452
9/28/2018,1.474438641,-0.729767051,2.060578363,1.497938907,-0.516430951,2.047047433,1.900816387,-0.678616957,1.90088799,0.181797983,0.002616332,0.025501015,0.162310264,0.026304301,0.021362583
10/1/2018,1.727424421,-0.774753471,1.967224587,1.947658429,-0.807446934,1.854530843,1.952962094,-0.659750276,1.890376953,0.050867242,0.013225735,0.005905559,2.81E-05,0.021814303,0.001284944
10/2/2018,1.74381876,-0.773825905,1.960212898,1.887108771,-0.584592524,1.912829785,1.918749896,-0.670191258,1.903904688,0.030600902,0.01074014,0.003170615,0.001001161,0.007327143,7.97E-05
10/3/2018,1.741823273,-0.77389639,1.964008822,1.801984628,-0.747313687,1.919439509,1.871063161,-0.673455239,1.918612479,0.016702949,0.010088425,0.002060828,0.004771844,0.00545507,6.84E-07
10/4/2018,1.7297375,-0.774538038,1.968771571,1.833067857,-0.645276001,1.926067218,1.88268531,-0.738857824,2.09330967,0.023393033,0.001273078,0.015509738,0.002461892,0.008757558,0.027970038
10/5/2018,1.725635455,-0.798846357,2.105792747,1.760565249,-0.794611795,2.117977639,3.924837439,-0.093579845,0.980848988,4.836489369,0.497400854,1.26549846,4.684074111,0.491445796,1.293061569
10/8/2018,2.229330684,-0.66585456,1.575037878,4.694426181,0.181973049,0.697609425,4.353391974,-0.29396124,1.013372635,4.511636361,0.138304641,0.315467845,0.116304331,0.226513448,0.099706405
10/9/2018,2.858201611,-0.587648196,1.515753689,3.367355119,-0.668316342,1.235750621,0.026266585,-1,2.850471542,8.019855991,0.17003401,1.781471748,11.16287259,0.110014049,2.607323654
10/10/2018,1.911147276,-0.772215963,2.219338298,0,-1,3.382011883,0.157641977,-1,3.149690194,3.074780832,0.051885567,0.865554651,0.024850993,0,0.053973367
10/11/2018,1.174115532,-0.944515632,2.672921964,1.227734795,-0.887317447,2.839198088,1.531170774,-0.752839661,3.014036753,0.127488445,0.036739678,0.1163593,0.092073393,0.018084275,0.030568559
10/12/2018,0.890162055,-0.928813527,3.041009435,1.656279871,-0.662338183,2.964156574,1.434883894,-0.855478598,2.723592752,0.296721882,0.005378012,0.100753351,0.049016179,0.03730322,0.057870952
10/15/2018,1.105732309,-0.907716575,2.802821659,1.233261456,-1,2.696336408,1.79664146,-0.773870115,2.672564294,0.477355455,0.017914875,0.016966981,0.317397029,0.051134725,0.000565113
10/16/2018,1.490959173,-0.872326974,2.741113017,2.024935221,-0.623521638,2.58293558,1.727777932,-0.759237455,2.415405088,0.056083124,0.012789239,0.106085655,0.088302454,0.018418783,0.028066466
10/17/2018,1.477889413,-0.870579783,2.506017331,1.454208877,-0.889268108,2.427817565,1.863387214,-0.746358551,2.394195511,0.148608555,0.015430914,0.01250412,0.167426911,0.020423141,0.001130443
10/18/2018,1.628255138,-0.841352769,2.462832492,1.983983555,-0.665433875,2.336109697,1.811355357,-0.703023756,2.634216783,0.03352569,0.019134916,0.029372575,0.029800495,0.001412999,0.088867834
10/19/2018,1.580027949,-0.851359816,2.626673998,1.597298617,-0.727947448,2.683177501,1.791338994,-0.707675234,2.672876044,0.044652358,0.020645259,0.002134629,0.037651668,0.000410963,0.00010612
10/22/2018,1.537770438,-0.860458809,2.677333768,1.782233414,-0.718149026,2.636644577,0.946297961,-1,2.84160552,0.349839691,0.019471744,0.026985208,0.698788082,0.079439971,0.042008988
10/23/2018,1.330027806,-0.903340747,2.702914181,0.514986157,-1,2.920996928,1.453013051,-0.755642869,2.786591726,0.015125371,0.021814663,0.007001932,0.879894455,0.059710407,0.018064758
10/24/2018,1.320281214,-0.896829347,2.768921633,2.006891648,-0.50030075,2.62181227,1.568799096,-0.642249367,2.931038127,0.061761138,0.064810966,0.026281758,0.191925084,0.02014941,0.095620631
10/25/2018,1.249923053,-0.873665199,2.925592324,1.254683167,-0.750624392,3.001707158,1.627153876,-0.655639693,2.948484056,0.142303094,0.047535121,0.000524031,0.138734429,0.009022093,0.002832699
10/26/2018,1.342555104,-0.845120606,2.946651469,1.769088972,-0.62694267,2.872337606,1.0800022,-0.821776964,3.280609455,0.068934027,0.000544926,0.111527937,0.474840579,0.037960402,0.166685902
10/29/2018,1.232543977,-0.873102614,3.135142444,0.715496909,-0.935050636,3.362014171,1.540379641,-0.684869166,3.177733294,0.094762796,0.035431831,0.00181398,0.680431521,0.062590768,0.033959442
10/30/2018,1.23556412,-0.885361132,3.166276761,1.962285563,-0.556159209,3.016370198,1.321371105,-0.772583992,3.135740653,0.007362839,0.012718683,0.000932454,0.410771343,0.046839687,0.014249306
10/31/2018,1.182865951,-0.883940631,3.123149176,0.92728286,-0.937545134,3.190670707,0.84010109,-1,3.115479356,0.11748775,0.013469777,5.88E-05,0.007600661,0.00390061,0.005653739
11/1/2018,1.141064974,-0.919069367,3.006383313,0.863277499,-1,3.053346037,1.218328048,-0.743261206,2.89186265,0.005969583,0.030908509,0.013114982,0.126060892,0.065914808,0.026076884
11/2/2018,1.128966766,-0.897152223,2.900280423,1.51303849,-0.583021246,2.788016463,0.708797991,-1,3.091734909,0.176541799,0.010577665,0.03665482,0.646802779,0.173871281,0.092244894
11/5/2018,1.005858242,-0.929245812,2.947858541,0.30306003,-1,3.166133721,1.534133662,-0.732638802,2.855529,0.27907492,0.038654316,0.008524744,1.515542289,0.07148201,0.096475293
11/6/2018,1.179531501,-0.899869524,2.893869891,2.243042286,-0.429965503,2.632966195,1.132153307,-0.967555351,2.768956683,0.002244693,0.004581371,0.01560331,1.234074325,0.289002845,0.018493413
11/7/2018,1.156239427,-0.919166617,2.753155329,0.447164686,-1,2.887262723,2.076504463,-0.454506434,2.054449496,0.846887736,0.215909085,0.488189841,2.654748108,0.29756323,0.693577871
11/8/2018,1.488442066,-0.795284441,2.310359435,3.027386674,-0.00115127,1.767649514,1.471268919,-0.678146209,2.416372804,0.000294917,0.013721365,0.011238834,2.421502466,0.458322148,0.420841906
11/9/2018,1.495757564,-0.767220808,2.402576736,0.48424494,-1,2.686565601,1.56941518,-0.699818737,2.507404245,0.005425444,0.004543039,0.010988807,1.17759445,0.090108791,0.032098791
11/12/2018,1.508329905,-0.795584622,2.45802435,2.186092058,-0.446742271,2.333670958,1.298963919,-0.895072468,2.82475275,0.043834116,0.009897831,0.134489719,0.786996335,0.200999966,0.241161327
11/13/2018,1.357390158,-0.872180786,2.711303977,0.708290667,-1,2.962450206,1.312926686,-1,2.886562677,0.001977,0.016337752,0.030715612,0.365584715,0,0.005758917
11/14/2018,1.305450625,-0.946980859,2.8028789,1.622263373,-0.877250889,2.756592791,1.365476268,-0.850262885,2.951578901,0.003603078,0.009354366,0.02211169,0.065939618,0.000728352,0.038019583
11/15/2018,1.251951233,-0.952372956,2.911593895,1.21638217,-0.826009761,2.967861089,1.364550489,-0.89981923,2.880064396,0.012678592,0.002761894,0.000994109,0.021953851,0.005447838,0.007708259
11/16/2018,1.258101863,-0.948823988,2.859807093,1.382724511,-0.951903153,2.814643386,1.326243605,-0.922110388,2.758603905,0.004643297,0.000713616,0.010242085,0.003190093,0.000887609,0.003140423
11/19/2018,1.291624673,-0.929904621,2.755513334,1.288644305,-0.904079556,2.722277642,1.261945523,-0.884055955,3.001781217,0.000880852,0.0021021,0.06064787,0.000712825,0.000400945,0.078122248
11/20/2018,1.269989048,-0.93663205,2.919038887,1.242431332,-0.843428886,2.994164412,1.245701989,-0.892720362,3.203171403,0.000589861,0.001928236,0.080731287,1.07E-05,0.00242965,0.043683923
11/21/2018,1.181567099,-0.963439467,3.093772694,1.215239994,-0.905372986,3.177180423,1.514711107,-0.765337705,2.971584598,0.11098493,0.039244308,0.014929931,0.089682948,0.01960988,0.042269643
11/23/2018,1.215375946,-0.92887117,3.002347159,1.650429601,-0.710296633,2.876877029,1.299138883,-0.875955055,3.087607857,0.00701623,0.002800115,0.007269387,0.123405168,0.027442713,0.044407482
11/26/2018,1.257497596,-0.91655048,3.042328706,1.052767529,-0.974782404,3.113527214,1.326745035,-0.774648456,2.823023759,0.004795208,0.020136184,0.04809466,0.075063674,0.040053597,0.084392257
11/27/2018,1.241622532,-0.897870588,2.838648599,1.52554925,-0.684657163,2.719282301,1.304054973,-0.801796836,2.829644909,0.00389781,0.009230166,8.11E-05,0.049059715,0.013721703,0.012179905
11/28/2018,1.268672801,-0.876600124,2.816024982,1.158312629,-0.882449088,2.838214923,1.382233831,-0.750672239,2.723402111,0.012896107,0.015857832,0.008578996,0.050140704,0.017365138,0.013181982
11/29/2018,1.269540055,-0.864492572,2.727808814,1.525470321,-0.689202997,2.653779231,1.418727609,-0.736057388,2.78415041,0.022256926,0.016495596,0.003174375,0.011394007,0.002195334,0.016996644
11/30/2018,1.302404614,-0.854013321,2.76769281,1.331290538,-0.775533562,2.787210511,0.59515302,-1,2.85975151,0.500204817,0.021312111,0.008474804,0.541898446,0.050385182,0.005262197
12/3/2018,1.092825043,-0.899522557,2.698416251,0.326237235,-1,2.89915382,1.508619223,-0.836539009,2.499513417,0.1728848,0.003966927,0.039562337,1.398027166,0.026719495,0.159712452
12/4/2018,1.268717331,-0.889673641,2.562317106,2.137376179,-0.659079989,2.281920873,1.436348758,-0.855457829,2.973894926,0.028100295,0.001170722,0.169396302,0.491439445,0.038564256,0.47882809
12/6/2018,1.256322406,-0.914611317,2.904410684,0.972505773,-0.934543335,3.109748981,0.722426325,-1,2.977533346,0.285045025,0.007291227,0.005346924,0.06253973,0.004284575,0.017480974
12/7/2018,1.085543363,-0.96320071,2.814892192,0.703752583,-1,2.929738003,1.028320118,-0.911171947,3.129390054,0.0032745,0.002706992,0.098908905,0.105344085,0.007890423,0.039860941
12/10/2018,1.113111476,-0.947073867,3.015852601,1.269114043,-0.792843768,3.054921516,0.832429489,-0.878581884,3.034047876,0.078782378,0.004691152,0.000331068,0.1906934,0.007351025,0.000435709
12/11/2018,0.920091216,-0.948162482,2.952881588,0.700660414,-0.945883353,3.029443707,1.014548535,-1,3.254076439,0.008922185,0.002687128,0.090718338,0.098525753,0.002928611,0.050459864
12/12/2018,1.06076635,-0.956203781,3.130788781,1.177959453,-0.987850163,3.178752022,1.072122018,-1,3.214822813,0.000128951,0.001918109,0.007061719,0.011201563,0.000147619,0.001301102
12/13/2018,1.009017465,-0.996000455,3.138713391,1.033046589,-0.994051791,3.171147395,1.258868024,-0.892097443,3.159391228,0.062425302,0.010795836,0.000427573,0.050995321,0.010394689,0.000138207
12/14/2018,1.107712547,-0.979454191,3.134852025,1.385404899,-0.824937695,3.078968385,1.201398974,-0.664764118,3.272864771,0.008777147,0.099029842,0.019047518,0.03385818,0.025655575,0.037595808
12/17/2018,1.081726065,-0.918154766,3.217815122,1.187198701,-0.581640083,3.270829051,1.115761498,-0.71969869,3.473517299,0.001158411,0.039384814,0.065383603,0.005103274,0.019060179,0.041082526
12/18/2018,1.060260199,-0.893062383,3.357528763,1.071000009,-0.818443456,3.452070205,0.411854673,-1,3.556668626,0.420429726,0.011435654,0.039656685,0.434472574,0.032962779,0.01094083
12/19/2018,0.850737287,-0.932039652,3.348339335,0.212902629,-1,3.561956047,0.377429115,-1,3.519757479,0.224020626,0.004618609,0.02938418,0.027068964,0,0.001780719
12/20/2018,0.752990375,-0.964400862,3.344895133,0.682638783,-0.912738938,3.401200337,1.08752492,-0.69490019,3.531786276,0.111913362,0.072630612,0.034928299,0.163932784,0.04745372,0.017052687
12/21/2018,0.792936435,-0.937587261,3.484569481,1.39462842,-0.5629382,3.43550755,0.952888661,-0.632630149,3.744118966,0.025584715,0.09299884,0.067365935,0.195134014,0.004856968,0.095241006
12/24/2018,0.792220872,-0.898783097,3.633083405,0.79202284,-0.700849368,3.770230481,0.877989875,-0.713441312,4.138261832,0.007356322,0.034351577,0.255205244,0.007390331,0.000158557,0.135447076
12/26/2018,0.845799004,-0.898959022,3.934932244,0.982469611,-0.717509611,4.087104726,0.522299709,-0.908891205,3.768228688,0.104651794,9.86E-05,0.027790076,0.211756339,0.036626914,0.101681927
12/27/2018,0.691012956,-0.937370213,3.656981932,0.573365039,-0.956396895,3.714481318,1.626559767,-0.463817992,3.462564739,0.875247834,0.224251706,0.037798045,1.109219135,0.242633976,0.063461963
12/28/2018,1.02148154,-0.841569918,3.581390888,2.233205128,-0.216219666,3.2635702,2.74318885,-0.346278916,2.675607497,2.964276061,0.245313176,0.82044355,0.260083397,0.016915409,0.34570014
12/31/2018,1.44711665,-0.766007801,3.058258596,2.649375655,-0.570044534,2.576283659,0.334084647,-0.949307944,3.672670621,1.23884024,0.033598942,0.377502136,5.360572451,0.143840734,1.202064371
,,,,,,,,,,,,,,,
,,,,,,,,,,0.521936323,0.047968301,0.136552085,1.108996247,0.073135046,0.246591601
